Hotel_name,Date,Price,Client,Rating,Grade,Address
롯데 호텔 제주,07.26.Wed,500000,1,8.8,5,"서귀포, 대한민국"
라마다 제주 시티 호텔,07.26.Wed,76186,1,8.1,4,"제주, 대한민국"
파르나스 호텔 제주,07.26.Wed,620000,1,9.2,5,"서귀포, 대한민국"
베스트웨스턴 제주호텔,07.26.Wed,65689,1,7.6,4,"제주, 대한민국"
랜딩관 제주신화월드 호텔앤리조트,07.26.Wed,194727,1,8.3,5,"서귀포, 대한민국"
메종 글래드 제주,07.26.Wed,114436,1,8.1,5,"제주, 대한민국"
에코랜드 호텔,07.26.Wed,344213,1,8.6,5,"제주, 대한민국"
제주 신라 호텔,07.26.Wed,496548,1,9.0,5,"서귀포, 대한민국"
라마다 프라자 제주 호텔,07.26.Wed,181818,1,8.2,5,"제주, 대한민국"
그랜드 하얏트 제주,07.26.Wed,427998,1,8.8,5,"제주, 대한민국"
신라스테이 제주,07.26.Wed,113850,1,8.0,4,"제주, 대한민국"
호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션,07.26.Wed,88055,1,7.7,4,"제주, 대한민국"
호텔 브릿지 서귀포,07.26.Wed,83471,1,8.0,4,"서귀포, 대한민국"
제주 부영 호텔&리조트,07.26.Wed,180992,1,9.1,5,"서귀포, 대한민국"
휘닉스 제주 섭지코지,07.26.Wed,330580,1,7.8,4,"서귀포, 대한민국"
탐라스테이 호텔 제주,07.26.Wed,92752,1,7.7,4,"제주, 대한민국"
더 베스트 제주 성산,07.26.Wed,48348,1,7.9,4,"서귀포, 대한민국"
호텔 리젠트 마린 더 블루,07.26.Wed,113843,1,8.2,4,"제주, 대한민국"
그랜드 조선 제주,07.26.Wed,425000,1,8.9,5,"서귀포, 대한민국"
롯데시티호텔 제주,07.26.Wed,163637,1,8.5,4,"제주, 대한민국"
더 그랜드 섬오름,07.26.Wed,170000,1,8.3,3,"서귀포, 대한민국"
더큐브 리조트 제주,07.26.Wed,78383,1,8.2,4,"서귀포, 대한민국"
코델리아 S 호텔,07.26.Wed,33058,1,7.6,3,"서귀포, 대한민국"
서머셋 제주신화월드,07.26.Wed,605045,1,8.6,5,"서귀포, 대한민국"
히든 클리프 호텔&네이쳐,07.26.Wed,260000,1,8.3,5,"서귀포, 대한민국"
해비치 호텔 & 리조트,07.26.Wed,450000,1,8.6,5,"서귀포, 대한민국"
엠버퓨어힐호텔&리조트,07.26.Wed,371901,1,9.2,5,"제주, 대한민국"
신화관 제주신화월드 호텔앤리조트,07.26.Wed,344355,1,8.3,5,"서귀포, 대한민국"
유탑 유블레스호텔,07.26.Wed,150545,1,8.0,4,"제주, 대한민국"
캠퍼트리 호텔 앤 리조트,07.26.Wed,140579,1,8.4,4,"제주, 대한민국"
한림리조트,07.26.Wed,186255,1,8.8,4,"제주, 대한민국"
그라벨 호텔,07.26.Wed,111271,1,8.1,3,"제주, 대한민국"
호텔 케니 서귀포,07.26.Wed,28853,1,8.1,4,"서귀포, 대한민국"
브라운 스위트 제주,07.26.Wed,50883,1,7.3,5,"서귀포, 대한민국"
메리어트관 제주신화월드 호텔앤리조트,07.26.Wed,267300,1,8.4,4,"서귀포, 대한민국"
호텔 난타,07.26.Wed,68470,1,8.6,4,"제주, 대한민국"
서귀포 JS호텔,07.26.Wed,54515,1,8.4,3,"서귀포, 대한민국"
스타즈 호텔 제주 로베로점,07.26.Wed,35784,1,8.0,4,"제주, 대한민국"
세인트 비치 호텔,07.26.Wed,100800,1,7.4,등급 정보 없음,"제주, 대한민국"
골든튤립 제주성산호텔,07.26.Wed,60465,1,7.7,등급 정보 없음,"서귀포, 대한민국"
제주 디 아일랜드 블루 호텔,07.26.Wed,59500,1,8.1,4,"서귀포, 대한민국"
WE호텔 제주,07.26.Wed,240640,1,8.5,5,"서귀포, 대한민국"
훈데르트힐즈,07.26.Wed,189020,1,평점없음,3,"제주, 대한민국"
라온 호텔 앤 리조트,07.26.Wed,67382,1,6.8,4,"제주, 대한민국"
엠스테이 호텔 제주,07.26.Wed,45069,1,7.8,4,"서귀포, 대한민국"
